name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист по техническому обслуживанию,43000.0,55000.0,RUR,Пенза,2022-12-05T08:26:55+0300
Специалист по обслуживанию базовых станций сотовой связи,,120000.0,RUR,Наро-Фоминск,2022-12-05T11:45:15+0300
Оператор сварочного робота,70000.0,,RUR,Тула,2022-12-05T09:40:02+0300
Техник по обслуживанию автомойки самообслуживания,60000.0,60000.0,RUR,Сосновый Бор (Ленинградская область),2022-12-05T11:16:01+0300
Художник-дизайнер (керамист),900.0,,BYR,Минск,2022-12-05T12:39:21+0300
Механизатор,60000.0,,RUR,Курск,2022-12-05T13:45:48+0300
Frontend-разработчик Vue,90000.0,160000.0,RUR,Краснодар,2022-12-05T17:31:25+0300
Мастер по ремонту бытовой техники,50000.0,,RUR,Калуга,2022-12-05T07:11:03+0300
Системный администратор,50000.0,,RUR,Конаково,2022-12-05T12:35:14+0300
Механик-наладчик производственного оборудования,75000.0,90000.0,RUR,Санкт-Петербург,2022-12-05T17:41:41+0300
Менеджер проекта в аутсорсинг,100000.0,150000.0,RUR,Москва,2022-12-05T21:15:23+0300
Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Сольцы,2022-12-05T16:13:31+0300
Оператор-наладчик на листогибочных прессах,113000.0,,RUR,Саранск,2022-12-05T15:34:05+0300
Специалист технического обслуживания,103000.0,103000.0,RUR,Екатеринбург,2022-12-05T11:58:01+0300
Мастер-приемщик,70000.0,70000.0,RUR,Видное,2022-12-05T10:30:51+0300
Фрезеровщик,75000.0,,RUR,Таганрог,2022-12-05T15:46:57+0300
Наладчик холодноштамповочного оборудования,60000.0,65000.0,RUR,Шахты,2022-12-05T15:57:21+0300
Механик по транспорту,106000.0,130000.0,RUR,Нягань,2022-12-05T15:07:03+0300
Системный аналитик (интеграция),230000.0,,RUR,Самара,2022-12-05T12:21:57+0300
Начальник отдела информационной безопасности,110000.0,,RUR,Воронеж,2022-12-05T09:20:27+0300
Станочник деревообрабатывающих станков,40000.0,50000.0,RUR,Екатеринбург,2022-12-05T14:27:02+0300
Инженер ОПС,45000.0,80000.0,RUR,Иркутск,2022-12-05T10:56:03+0300
Оператор станков с ЧПУ,40000.0,,RUR,Челябинск,2022-12-05T15:23:00+0300
Инженер,40000.0,,RUR,Севастополь,2022-12-05T18:16:59+0300
Токарь,114400.0,,RUR,Липецк,2022-12-05T09:07:29+0300
Программист 1C,120000.0,160000.0,RUR,Москва,2022-12-05T17:54:49+0300
Инженер по транспорту,30000.0,35000.0,RUR,Долгодеревенское,2022-12-05T06:40:01+0300
Токарь на станки ДИП,97774.0,,RUR,Екатеринбург,2022-12-05T11:39:26+0300
Токарь-револьверщик,155000.0,170000.0,RUR,Новосибирск,2022-12-05T10:09:20+0300
Токарь,75000.0,,RUR,Азов,2022-12-05T15:44:35+0300
Инженер-программист,40000.0,60000.0,RUR,Калининград,2022-12-05T17:14:11+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Саранск,2022-12-05T09:22:02+0300
Системный администратор,25000.0,28000.0,RUR,Саранск,2022-12-05T12:47:08+0300
PHP Developer (remote),80000.0,200000.0,RUR,Алматы,2022-12-05T16:38:07+0300
PHP разработчик (Webasyst),80000.0,140000.0,RUR,Санкт-Петербург,2022-12-05T12:54:44+0300
Руководитель IT-отдела,70000.0,70000.0,RUR,Уфа,2022-12-05T13:19:36+0300
Системный администратор,75000.0,,RUR,Самара,2022-12-05T15:13:25+0300
Web-дизайнер,120000.0,180000.0,RUR,Москва,2022-12-05T10:47:09+0300
Инженер по техническому обслуживанию АПС,,30000.0,RUR,Воронеж,2022-12-05T13:30:07+0300
Разработчик C/C++,55000.0,,RUR,Архангельск,2022-12-05T14:44:37+0300
Администратор проекта,,50000.0,RUR,Москва,2022-12-05T18:48:53+0300
Станочник широкого профиля 5 разряда,124000.0,138000.0,RUR,Кемерово,2022-12-05T08:43:46+0300
Механик-наладчик,65000.0,,RUR,Домодедово,2022-12-05T08:50:27+0300
Токарь-расточник (4720),60000.0,,RUR,Москва,2022-12-05T12:00:13+0300
Токарь-универсал,34000.0,,RUR,Воткинск,2022-12-05T06:26:19+0300
Наладчик станков с ЧПУ,70000.0,,RUR,Гатчина,2022-12-05T09:41:11+0300
Фрезеровщик,110000.0,120000.0,RUR,Калуга,2022-12-05T17:01:07+0300
Монтажник РЭА и приборов(4130),60000.0,90000.0,RUR,Москва,2022-12-05T11:57:52+0300
Инженер по отказоустойчивым решениям для PostgreSQL,200000.0,370000.0,RUR,Москва,2022-12-05T19:00:50+0300
Специалист технического обслуживания,103000.0,103000.0,RUR,Новосибирск,2022-12-05T11:58:01+0300
Токарь-расточник,80000.0,,RUR,Нижнекамск,2022-12-05T09:39:15+0300
Станочник деревообрабатывающих станков,40000.0,50000.0,RUR,Верхняя Пышма,2022-12-05T14:26:58+0300
Токарь/Фрезеровщик в г. Ростов-на-Дону,80000.0,,RUR,Таганрог,2022-12-05T16:28:14+0300
Программист (Разработчик 1С-Предприятие 8),4000.0,,BYR,Минск,2022-12-05T14:45:41+0300
Ведущий специалист технического обслуживания,124000.0,124000.0,RUR,Новосибирск,2022-12-05T11:58:02+0300
Токарь-расточник,60000.0,,RUR,Алексин,2022-12-05T11:30:05+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Сургут,2022-12-05T09:24:56+0300
Фрезеровщик,75000.0,,RUR,Азов,2022-12-05T15:46:57+0300
Электромеханик по лифтам,50000.0,60000.0,RUR,Самара,2022-12-05T20:50:38+0300
Разработчик/Программист 1С,,110000.0,RUR,Краснодар,2022-12-05T14:58:22+0300
"Выездной специалист технической поддержки (Район Строгино, Щукино, Митино, Тушино)",63700.0,70000.0,RUR,Москва,2022-12-05T14:09:22+0300
Механик по оборудованию,50000.0,80000.0,RUR,Тамбов,2022-12-05T13:55:30+0300
PHP Developer (remote),80000.0,200000.0,RUR,Астана,2022-12-05T16:38:07+0300
Менеджер проекта,150000.0,300000.0,RUR,Екатеринбург,2022-12-05T17:51:50+0300
"Инженер / слесарь КИПиА, ЗРА",45000.0,60000.0,RUR,Челябинск,2022-12-05T14:08:15+0300
Токарь-универсал,95000.0,,RUR,Усть-Абакан,2022-12-05T08:53:19+0300
"Фрезеровщик, г.Шумерля",115000.0,,RUR,Новочебоксарск,2022-12-05T09:22:02+0300
Токарь,170000.0,,RUR,Омск,2022-12-05T12:24:53+0300
Токарь,170000.0,,RUR,Тверь,2022-12-05T12:24:53+0300
PHP developer,,300000.0,RUR,Москва,2022-12-05T16:20:51+0300
Технический специалист,,180000.0,KZT,Алматы,2022-12-05T11:41:57+0300
Токарь,1000.0,1400.0,BYR,Орша,2022-12-05T08:48:39+0300
Мастер-приемщик,70000.0,70000.0,RUR,Подольск (Московская область),2022-12-05T10:30:51+0300
"Программист 1С ЗУП, 3.1., 8.3 офис (Москва, Санкт-Петербург)",180000.0,,RUR,Москва,2022-12-05T17:52:35+0300
Токарь,107000.0,,RUR,Белгород,2022-12-05T15:40:14+0300
Токарь-полуавтоматчик,40000.0,,RUR,Вологда,2022-12-05T16:35:37+0300
Слесарь по ремонту строительной и грузовой техники,60000.0,,RUR,Старая Русса,2022-12-05T16:13:36+0300
Инженер-электронщик,50000.0,,RUR,Санкт-Петербург,2022-12-05T13:46:11+0300
Механик ремонтной мастерской,124000.0,124000.0,RUR,Екатеринбург,2022-12-05T11:58:01+0300
Токарь,107000.0,,RUR,Москва,2022-12-05T15:40:14+0300
Токарь,45000.0,,RUR,Кулебаки,2022-12-05T10:12:20+0300
Системный инженер,70000.0,,RUR,Зеленоград,2022-12-05T11:55:50+0300
Токарь,170000.0,,RUR,Ростов-на-Дону,2022-12-05T12:24:53+0300
Программист 1С,100000.0,,RUR,Рыбинск,2022-12-05T14:17:20+0300
Наладчик ТПА (термопластавтоматов),50000.0,,RUR,Димитровград,2022-12-05T07:19:48+0300
Наладчик станков с ЧПУ,80400.0,,RUR,Елабуга,2022-12-05T09:38:35+0300
Шлифовщик,45000.0,60000.0,RUR,Кулебаки,2022-12-05T07:37:04+0300
Специалист техподдержки (Эксплуатация и ремонт),45000.0,60000.0,RUR,Екатеринбург,2022-12-05T12:01:29+0300
Системный аналитик,170000.0,,RUR,Москва,2022-12-05T16:44:26+0300
Токарь-универсал,50000.0,,RUR,Самара,2022-12-05T13:33:58+0300
Токарь-расточник,80000.0,,RUR,Мамадыш,2022-12-05T09:39:20+0300
Механик РММ,125000.0,187500.0,RUR,Уфа,2022-12-05T10:20:56+0300
Инженер по наладке и испытаниям,65000.0,,RUR,Пенза,2022-12-05T08:30:53+0300
Системный инженер/Data Center – Infrastructure Expert,,200000.0,RUR,Москва,2022-12-05T09:24:09+0300
Аналитик 1С,45000.0,,RUR,Петрозаводск,2022-12-05T09:50:17+0300
"Техник-Монтажник ОПС, СКУД, слаботочки",80000.0,,RUR,Москва,2022-12-05T10:09:31+0300
Unreal Developer,500.0,1500.0,USD,Москва,2022-12-05T09:47:22+0300
Дизайнер полиграфии,170000.0,225000.0,KZT,Астана,2022-12-05T16:55:37+0300
Токарь-универсал,114000.0,,RUR,Пермь,2022-12-05T14:29:02+0300
Консультант письменной поддержки в Медиасервисы,13000.0,33800.0,RUR,Петрозаводск,2022-12-05T18:50:09+0300
Инспектор безопасности дорожного движения,40000.0,45000.0,RUR,Югорск,2022-12-05T09:24:56+0300
Фрезеровщик,114000.0,,RUR,Москва,2022-12-05T15:17:26+0300
Техник по обслуживанию систем противопожарной защиты (АПС СОУЭ),45000.0,50000.0,RUR,Петергоф,2022-12-05T17:13:18+0300
Инженер по гарантии,70000.0,,RUR,Краснодар,2022-12-05T13:41:03+0300
Инженер слаботочных сетей и КИПиА,250000.0,,KZT,Алматы,2022-12-05T14:28:22+0300
Специалист по сопровождению программного обеспечения (аг.Лесной Минского района),1300.0,,BYR,Минск,2022-12-05T15:50:42+0300
Инженер по ремонту,30000.0,40000.0,RUR,Томск,2022-12-05T04:42:23+0300
Старший Консультант SAP SD/MM,180000.0,,RUR,Москва,2022-12-05T11:59:35+0300
Наладчик станков с ЧПУ,80400.0,,RUR,Мамадыш,2022-12-05T09:39:03+0300
